T,|M|,|E|,chi,cv
3.2499999999999969,0.014094004800002643,1.4617138943997021,0.00090440942047370642,1.8755129291724939e-07
3.2999999999999967,0.0044191911999999153,1.4286550143994665,0.00071755516286618076,1.9847466621978352e-07
3.3499999999999965,0.00021369520000153667,1.4024488736000542,0.00086314986152920899,1.9284546541780879e-07
3.3999999999999964,0.0022905944000002664,1.3660810719995431,0.00075286853092215397,1.7040304707938542e-07
3.4499999999999962,0.0015210408000001915,1.3375438111994253,0.00074701507626776442,1.8215905639360896e-07
3.499999999999996,0.013008516000001335,1.3110496703987162,0.00066872904762245357,1.5781799746173196e-07
3.5499999999999958,0.0087395239999985674,1.3003651423992215,0.00058303595058426623,1.4244257903884285e-07
3.5999999999999956,0.013203482399998384,1.2781233151994016,0.00059858417476444639,1.4765672436595044e-07
3.6499999999999955,0.0084979288000009406,1.246383711999528,0.00048183903623811745,1.4956393748074349e-07
3.6999999999999953,0.0043361704000004064,1.2333240063995348,0.00056498266050306501,1.2443186870908194e-07
3.7499999999999951,0.0040068959999999603,1.2027759423999116,0.00042755775755856689,1.344256633083398e-07
3.7999999999999949,0.0019471328000009436,1.1784769311999252,0.00049846644562599057,1.1633331690053383e-07
3.8499999999999948,0.0030838704000002502,1.1708948768003544,0.00042350563174960604,1.1151954588499692e-07
3.8999999999999946,0.00053759360000042657,1.1579328480005324,0.00057363778211285711,1.2017534777271924e-07
3.9499999999999944,0.0024148960000003948,1.1345921728005628,0.00052148947107556905,1.0336706963097058e-07
3.9999999999999942,0.0019618935999999969,1.1191260704003834,0.00043523565009546625,1.1160140900438074e-07
